no.,content,Label
15,"Keren limit nya tinggi, tapi jangan tertipu, liat rincian biayanya, biaya layanannya sangat tinggi hampir mendekati jumlah yg di pinjam, pantes aja banyak yg stress dan bahkan bundir gara-gara biaya yg ga masuk akal",negatif
16,Saya barusan install..dan sudah mengisi data..dan tdk di acc..jdi tlong hpus data2 saya..krna saya tdk jdi mengajukan pinjaman...,negatif
17,Gak berguna dipromosikan tapi ribet gak bisa dipakai buat modal. baru nyoba minjem pake acara 3 bln baru bisa minjem bahkan ada yg 1 tahun baru bisa minjem. feed nya sangat buruk,negatif
18,Sangat tidak setuju dengan aplikasi ini Sudah isi data dengan benar Tapi malah ngk banyak prosesnya yang bikin ribet Jadi saya mals bnget jadinya yang pasti saya belum jadi pinjam tapi udah lengkap isi data semua saya berharap ngk disalah gunakan data saya ya kalau sempat saya benar2 bertindak untuk melapor ( apalagi kalau bnr2 disalah gunakan data saya) saya tidak bisa diam dan dimana pun juga saya belum pernah pinjol Saya ngk bohong di catat ya,negatif
19,Aplikasinya langsung mengarahkan pinjaman ke jlh 20juta dgn cicilan 2 thn. Mau back revisi jlh kagaaaaaa bisaaa di revisi. Stuck di jlh 20juta. Maksaaaaa banget buat minjam 20juta. Tolong di perbaiki lagi aplikasinya.,negatif
20,Mohon maaf saya uninstall aplikasi yang sangat buruk untuk di gunakan baru sekali ajuin dan cicilan langsung lunas Untuk kedua dan ke 3 mau pinjam pengajuan di tolak aplikasi buruk,negatif
21,"Aplikasi Payah Selalu Nolak Data Saya dari awal bulan padahal di aku laku pembayaran saya selalu lancar , ini aplikasi yang mau tolak data saya doang mantab auto bintang 1 Jangan pernah daftar di aplikasi ini terima kasih",negatif
22,"pinjam 2 juta balikinnya bisa 2 kali lipat, rincian bunga gak tinggi, tp biaya layanan udah kyk hutang pokok jumlahnya. belum jatuh tempo udah d tlfn terus tiap hari.",negatif
23,"Kurang memuaskan hasil tambahan limit,nya. Kata,nya kalau di sertakan kartu NPWP naik limit,nya sampai di angka 3 juta lebih. Kok ternyata setelah di sertakan kartu NPWP nya kok naik limit,nya cuma 37,ribu aja... Wah payah ini nama,nya sama dengan penipuan publik... Ternyata enggak seauai expektasi.",negatif
24,"Norak banget nih aplikasi, iklannya ada dimana-mana bikin jengkel aja, bisa ga sih berhentiin promosinya mengganggu kenyamanan bngt, udah gatel bngt nih jempol pengen ngasih tahu satu-satunya jalan hrs didownload aplikasi murahan ini buat ngasih tau, dih cuihh ðŸ¥±",negatif
25,"Makin kesini makin kesana, notif tunggu 1x24 jam, eh ini sudah 3 hari belum cair, sudah ada tagihan.. Sudah e-mail ,hub cs, gantung blm ada kejelasan.. bosok sekali..",negatif
26,Baca dahulu sebelum meminjam di ada kami.. Banyak penipuan yg di iklankan karena bunga yang terlalu besar.. Tidak sesuai dengan yang diiklankan.. Bunga hampir 85 persen.. Saya sebagai peminjam mengingatkan kepada orang yg mau meminjam agar sebaiknya di pikir terlebih dahulu untuk meminjam di apk ada kami... Semoga bermanfaat,negatif
27,"Iklannya emang sengaja dibikin menarik ehh pas gw test coba download trus coba ajuim isi data ribet intinya tidak sesuai Iklannya trus auto gw uninstal lah aplikasih bangke online. Tolong dihapus data2 saya ..kalau sampai ada yg pakai data saya trus ada tagihan, saya screenshoot ini ulasan tgl 08 oktober 2023 jam 11:33 wib. Saya laporkan ke pihak berwenang.",negatif
28,"sangat kecewa, sekarang mengajukan di aplikasi adakami d persulit, di tolak terus padahal sudah sering memakai aplikasi ini dan pembayaran pun tidak pernah telat bahkan saya melunasi semua sebelum jatuh tempo, sekarang mau mengajukan pun di tolak terus.",negatif
29,"Penanganan yg katanya 5 menit saldo kembali,sampai sekarang sudah memakan waktu berjam2 belum selesai juga,suruh ngisi data kredit pintar sampai cair lalu transfer lagi ke pihak banknya,tapi saldo saya belum masuk juga,yg ke2 saya disuruh isi data di easy cash,saya isi semua sampai cair lagi dananya,dan saya transfer lagi ke banknya,sampai detik ini belum selesai juga,dan ini tadi suruh instal rupiah cepat,saya sudah tidak percaya. Saya hanya akan mengembalikan uang 300rb yg saya pakai,catat itu",negatif
30,"Tolonglah saya sudah bayar dan tidak pernah jatuh tempo , tapi kenapa selalu di telpon? Selalu sekitar jam 15.30 di telpon . Kondisi lagi nyetir juga.",negatif
31,Tidak berguna. Tidak pernah terlambat bayar selalu ontime bayarnya tp ketika pinjam kedua sampai keempat kalinya muncul skor kredit rendah. Ditolak terus.,negatif
32,"Data sudah dilengkapi, limit makin naik tapi setiap klik sekali aja langsung ada penolakan, arahan ajuka 1 bulan lagi, di tunggu 1 bulan, sekali klik penolakan lagi,, anehh",negatif
33,"Awas jangan pada ketipu iklan, buktinya jauh banget. Bunganya gede banget. Belum waktunya bayar 7 hari sebelum pembayaran udah diteror diteleponin. Pernah sehari 56 kali ditelponin padahal belum jatuh tempo.",negatif
34,"Taii lahhh donlowt mah iya, cair kaga..Butuh nya sekarang ehhh harus nunggu tanggal yg akan datang..Banyak yg di donlowd aplikasi pinjol tapi Seperti ini juga hasil nya..Hanya Aku Laku yg bisa nolongin saya.",negatif
35,"jangan mau terjebak dengan pinjol, biaya adminnya sampai 100%, kalau sudah daftar bakalan ditelpon nomor-nomor pinjol yang tidak jelas lainnya, belum lagi diteror sama DCnya",negatif
36,Tolong iklannya dikondisikan ya. Masa hampir disetiap aplikaai yang saya buka selalu ada iklan Adakami. Mengganggu banget lho.,negatif
37,"Banyak bintang 1 ðŸ˜‚ kalaupun banyak bintang pasti kru nya sendiri, aplikasi paling berisik dan kalau nagih mulut penagihnya rusak karna gk pernah dibawa ke bengkel tuk diservis. Pantas aja mpe viral di medsos,,, miris.",negatif
38,aplikasinya sebenarnya sangat membantu dan limit pengajuan awal lumayan tinggi tapi sayang DC nya sibuk nelpon terus padahal belum jatuh tempo,negatif
39,"Kalo mau minjem disini coba dipikirkan lagi,soalnya bunganya emang kecil tapi biaya lainnya sangat besar 100% dari pinjaman Udah gitu ngeteror sebelum waktunya",negatif
40,"Saya sarankan jangan pernah pinjam lewat pinjol apapun legal ataupun ilegal jauhi pinjol sekarang juga!! Terutama adakami!! Jangan gampang tergiur!! SYARAT MUDAH IYA, CEPAT CAIR IYA tapi bunganya 100% lebih Tapi kalo sudah terlanjur, segera LUNASI!! lalu hapus akun + uninstal Aplikasi secepatnya! saya pinjem 3jt Cair 2.990 Tenor 6 bln jadi = 5.200 lebih Ini FAKTA!!! g percaya? Silahkan buktikan sendiri",negatif
41,"Pengajuan gagal trus padahal data data sudah sesuai , saya akan uninstall apk adakami. Mohon data data pribadi saya dihapus agar TDK disalahgunakan,jika ada data data saya yg disalahgunakan saya tidak akan bertanggung jawab.",negatif
42,"Ditelpon sama call center, disuruh pinjam walau tidak perlu melunasi tagihan yg tinggal 1 bulan krn jarak pembayarannya sangat jauh, setelah diajukan malah ditolak. Padahal bayar selalu tepat waktu Untung dach ditolak, makin lama makin mahal bunga nya, semoga aplikasi ini ditutup sama pemerintah, rentenir jaman digital...",negatif
43,"Download app ini, cuman mau ngasih tau biar tidak ada lagi korban dari app ini, mengingat kasus yang viral kemaren gra2 app ini, bunga layanan 2x lipat, belom bunga pinjaman, ditambah kalo telat bayar di teror nya lebih2 kaya di teror pencuri, pokonya awas hati2",negatif
44,"Hati2 dan lebih bijak dalam aplikasi pinjol karena disana ada biaya layanan yang cukup besar apabila kita tidak jeli bahkan nilainya hampir separo nilai pinjaman, CS tidak profesional jawaban ganti dan tidak jelas",negatif
45,"Cuma bisa pinjam 2x aja padahal pembayaran bagus, sebelum jatuh tempo juga sudah dibayar, pas mau pinjam lagi tidak bisa",negatif
46,"Saya instal aplikasi ini cuma mau bilang bagaimana cara memblokir iklan aplikasi ini,,di setiap web pasti ada iklan ngga guna ini,,bikin tidak nyaman,",negatif
47,Sistem pembayaran error sudah 4 hari biaya keterlambatan tetap di kenakan walaupun karena kesalahan sistem pembayaran AdaKami kalau seperti ini terus yang di rugikan nasabah!!! @OJK,negatif
48,"Kritik: Penagihan terlalu berisik, lebih mengganggu daripada pinjol lain. Kredit saya tidak pernah telat/macet. Tempo belum terlewat, Adakami perhari bisa puluhan kali telepon. Nyesel naruh nomor pribadi yg utama, hp cepet lowbat, banyak urusan via telepon yg terganggu. Kalau kredit saya buruk/pernah telat di database anda baru saya memaklumi penagihan se""berisik"" Ini. Thanks",negatif
49,"2hari lg jatuh tempoh kenapa pembayaran lewat Alfamart sama brilink tidak bisa sampai saya telat waktu, sudah lewat tempoh baru bisa pas saya lunasin semua kenapa tidak bisa pinjam lg tau kaya gitu saya buat kebutuhan yg lain uang nya.",negatif
50,Sangat jelek... Aplikasi sudah 3hr ini tidak bisa melakukan pembayaran via Alfa Sementara bunga trus berjalan Di wa k admin tidak ada jawaban.,negatif
51,"Ane install aplikasi ini karena iklannya mengganggu mulu, ane gak ada niat pinjol, iklan ini malah keluar mulu, mengganggu sekali",negatif
52,Aplikasi yang tidak berguna. Saya harap hapus data2 saya. saya menyesal sudah daftar dan mau download aplikasi ini buang2 waktu saja. Mau coba2 minjam ujung-ujungnya di tolak saya harap data2 saya segera hapus saya tidak mau terhubung dengan aplikasi kalian,negatif
53,"Aplikasi palsu ga bisa cair, saya udah isi persyaratan semua nya dgn benar tp tetep ga bisa cair, padahal saya blm pernah punya utang ke bank atau cicilan apa pun. Dasar aplikasi nipu",negatif
54,"Barusan di telepon suruh buka aplikasi suruh mengajukan. Tapi saya sudah menjelaskan kalau KTP sudah di gunakan nomor lama tidak bisa lagi untuk proses selanjutnya tetep aja suruh buka. Setelah diwnload lagi sama saja tidak bisa, masih ada notif ktp digunakan sama nomor yg lama.",negatif
55,"Pelayanan sangat buruk, jatuh tempo 3hari lgi nelpon bisa puluhan kali, giliran mau dibayar malah g bsa sampe lewat jatuh tempo... Aplikasi jelek dan buruk sekali",negatif
56,Hati2 aplikasi ini terlalu baguss ....bagusss bgt Saking bagusnya bakalan jadi gembel klo ga mampu bayar... jangan dech krn biaya layanan dan tenor cicilan itu biaya yg berbeda biaya layanan biaya untuk jasa aplikasi nya lucu bgt jgn sampe terjerat ... sukses terus ya adakami,negatif
57,Aplikasi aneh iklannya doang bagus tapi pas daftar di persulit padahal data sudah lengkap tapi tetap saja pengajuan saya di tolak kecewa bngt sih,negatif
58,"Aplikasi pinjaman bikin kita strees dengan penipuan yang dilakukan cs nya terhadap saya, untuk mengunduh aplikasi pinjaman online tersebut namun saya tidak dihargai.mohon kawan2 beralih ke aplikasi pinjol lainya,,jangan apliaksi ini berbahaya",negatif
59,"Aplikasi sialan iklannya ada dimana2 sangat2 mengganggu mana iklanya gak bisa di skip,, saya sengaja instal biar bisa nulis ulasan, Dan langsung uninstal,,",negatif
60,"sebenernya aplikasi ini bagus, layanannya cepet tenornya lama dan limitnya gede, namun perlu di ingat dari sekian banyak kasus, hampir seluruhnya mengeluh terhadap biaya layanan yang setinggi langit, mohon pihak adakami untuk mempertimbangkan ini atau suatu hari platform ini akan semakin banyak mencekik masyarakat, bisaÂ² banyak yang galbay garaÂ² ngeri lihat biaya layanannya.",negatif
61,"Gw cuman mw nyaranin, CS nya kurang bertanggung jawab. Apk nya sudah bagus, tapi orang2 didalam nya kurang profesional. Mayan ruginya cu, pikir2 lagi kalian klo mw download apk ini!!!",negatif
62,Aplikasi k**t*I iklan nya dimana-mana ganggu banget. Pinjol meresahkan yang katanya biaya layanannya hampir 2 kali lipat pinjaman. Awas jangan sampai tertipu,negatif
63,"Alhamdulillah sudah duakali penolakan, padahal pinjaman pertama tidak pernah telat, bahkan bayar sebelum jatuh tempo. Dan penolakannya sangatlah tidak jelas.",negatif
64,Sy kasih bintang 1 sudah di proses terakhir rekening bank padahal atas nama sendiri tapi salah trus sistemnya auto unistall Tolong ya data sy di hapus jangan di sebarluaskan karna sy tidak meminjam di apk ini!!!!,negatif
65,"Saya cuma mau kasih tau. Di aplikasi Adakami saya tidak pernah mengajukan pinjaman. Saya cuma isi data dan tidak dikasih limit. Apabila ada sesuatu hal menyangkut dan mengatasnamakan data diri saya, saya tegaskan tidak bertanggung jawab. Per hari ini tgl 28-09-2023 saya uninstal apk ini. Terimakasih",negatif
66,Pas minjam di ada kami Tadi nya tenor yg 9 bulan skarang malah turun cuma 6 bulan.. Bagaimana ini malah pendek jumlah tenor nya dan juga bulanannya malah makin naik.. Padahal pembayaran saya selalu tepat waktu... Sangat mengecewakan.. ðŸ‘Ž,negatif
67,"Ini aplikasi yang sangat saya rekomendasikan bila anda ingin merasakan adrenalin, sensasi ketakutan dan ancaman yang luar biasa.",negatif
68,JANGAN DOWNLOAD APLIKASI INI. Aku download aplikasi ini karena sangat sangat dan sangat terganggu denga banyaknya iklan aplikasi ini.,negatif
69,"Bungan pinjaman di aplikasi ini benar benar mencekik,dari semua aplikasi pinjol cuman adakami yang bunganya luar biasa banget tingginya,mohon bos besar adakami agak menurunkan atau mempertimbangkan kembali terkait besarnya bunga yang di berikan",negatif
70,"Tolong sediakan metode pembayaran melalui BCA, masa sekelas aplikasi besar ga bisa sediain metode pembayaran melalui BCA? Dah gitu saya mau membayar melalui alfamidi dibatasin hanya bisa membayar maksimal 2,5juta, mengapa untuk membayar saja diribetkan seperti ini?",negatif
71,Apk..jelek. Parah iklannya muncul dimana2 pas udah di pasang dan mengikuti langkah2 nya..limitnya memang ada lumayan tapi pas mau di pinjam eh d tolak mulu..,negatif
72,"Semua ok cuman bunga nya dan biaya layanan ga masuk akal karena 0,4% /hari, sama aja bohong ngasih pinjem nya itu mah kalo mau ngasih pinjem 0,4%/ bulan pasti banyak yang pakai .",negatif
73,"Proses mudah dan cepat namun biaya layanan terlalu tinggi setinggi langit,dan kecewa padahal sudah membayar lunas sebelum jatuh tempo namun mau mengajukan lagi ditolak dengan Alasan KTP saya tidak benar dan hrus mengkonfirmasi lagi data baru,mohon maaf mulai hri ini tgl 25-09-2023 aplikasi adakami saya uninstal karena saya sdah lunas pinjaman dan mohon hapus semua data saya terimakasih ðŸ™ jika dikemudian hari ada yang memakai data saya untuk pinjaman saya tidak akan bertanggung jawab.",negatif
74,"Mau bayar lewat BCA ga bisaa apa ga bisa kerja sama,gmn mau cepat bayar hutang kloo ga kerja sama,masih bagusan yg lain mau bayar cepat, informasinya balasan lewat SMS cepat lewat aplikasinya sangat cepat.maaaf saya pinjam bukan di sini saja ,tapi saya bayarnya dari bank apapun cepat.Maaaf,tapi yg namanya hutang pasti akan saya lunasiiin.",negatif
75,"Aplikasi yang sangat tidak bagus, memang bunga yang diberikan sangat kecil, tapi biaya layanan sangat luar biasa mahalnya. Please, jangan tergiur yaa Itu trap mereka",negatif
76,"Mmng bnr2 aplikasi kampungan, bnr sekali yg ditulis banyak org disini, lbh baik jangan berurusan dgn Adakami, parah bngt penagihan nya. Blm telat aja sdh telp dan WA terus. Ramai2 report tidak pantas terhadap aplikasi nya Aplikasi penyebab kematian. laknat, tutup aja Adakami",negatif
77,"Saya instal hanya untuk ngasih bintang satu saja. Hati-hati pinjol bukanlah solusi tepat meskipun bisa jadi solusi cepat. Begitu gagal bayar dalam batas waktu, anda pasti diteror debt collectornya. PASTI",negatif
78,Perasaan ga pernah telat bayar apalagi sampai gagal bayar. Pertama-tama sih di acc. Tp setelah pengajuan berikut nya g pernah di ACC. Bahkan sampai udh lebih 10 kali pengajuan tetap ga di ACC. Hahahha. Aneh. Gw yg bego apa ini apk yg tolol?,negatif
79,"Tetap ditolak..Saya pengguna adakami dan saya tidak pernah terlambat dalam pembayaran,tapi selalu ditolak pengajuan lagi,iklan doang banyak kirain berubah,,ternyata tetap pengajuan ditolak.sudah beberapa kali nunggu untuk pengajuan ulang,,tetapi tetap ditolak.informasi tambahan sudah saya lampirkan.tetap ditolak.trimakasih ada kami",negatif
80,"Jangan instal apk ini Diini bunganya rendah, tapi biaya layanannya GEDE BANGET. gw pinjem 400k, 3x nyicil, biaya layanan lbh dari 30%, bayarnya 183k per bln. Plus dc nya nerrornya parah banget. H-7 udh ditelepon, plus semua no.temen kantor gw di spam. Dan tambahan, yg bundir kemaren gara2 apk ini. Bantu report sama2 yuk",negatif
81,"Bintang 1 aja lah dulu , ini saya melakukan pengajuan di tolak , limit udah oke , periode udah oke , tapi tetap di tolak, padahal ini baru pertama kali mau coba pinjaman di sini katanya mudah dan cepat tetapi tidak sesuai dengan iklan nya ðŸ™„",negatif
82,"Q pikir bisa pinjam untuk kebutuhan rupanya kagak bisa, untuk ADAKAMI tolong DIHPUSKAN data data ku kalau ad yg MENGGUNAKAN/ MENYALAGUNAKAN data data ku AKU TIDAK MAU BERTANGGUNG JAWAB karena q mau HAPUS aplikasi y g guna bikin penuh memori Uda gitu akun mau q tutup g BISA DIPENCET",negatif
83,Tolong hapus data2 saya.. sudah 2kali mengajukan selalu di tolak... Per tanggal 21-9-2023 saya uniinstall apk ini.. kalau ada apa2 saya tak bertanggung jawab..,negatif
84,Saya sudah hapus aplikasi ini pastikan data saya aman semua karena waktu itu dulu pernah coba mau mengajukan pinjaman tapi di tolak.. Terus saya sekarang coba download lagi terus masuk login lagi dengan nomer yg sama kok di suruh memasukan Identitas lagi,negatif
85,"Udah terlanjur pinjam, ternyata banyak biaya terselubung di dalamnya dan luar biasa biaya layanannya + bunga hampir 100% dari pokok pinjaman. jangan sampai terjebak aplikasi ini bagi yang mau pinjam. Yang ngasih bintang 5 disini kalau ga orang dalam palingan bot nya dia. Gimana nih OJK?",negatif
86,Bagi saya apk pinjol semuany sm hanya ingin mengambil data saja. Saat akan melakukan pinjaman pas d tolak degan alasam minim kredit. Sy instal apk ini tujuanny untuk meminjam klo mmg td bs pinjam kenapa dr awal hrs d loloskn verifikasi stlh mengisi dt dr A smpai Z br dpt notif tdk lolos krn kredit renda. Mohon hapus data saya kl suatu saat ad yg nagih k sy mf sy ngk bertangung jawab.,negatif
87,"Iklannya ganggu banget, mau main game ada iklannya terus, buka youtube juga, dimana2 ada iklannya. Jangan mau minjem disini, dc nya jahat, sampe ada yang bundir gara2 teroran dc mereka. Biaya pelayanan gak ngotak, gak sesuai sama iklannya. Hati2 ya guys",negatif
88,"Saya instal karena saya tidak butuh aplikasi ini terutama iklannya yang sangat mengganggu, jangankan tertarik justru sebaliknya saya jadi muak ...saya memang butuh tapi iklannya yang mengganggu aktifitas kerja saya jadi menjauhkan keinginan dan kalaupun saya pinjam pasti iklannya semakin menjadi jadi, aplikasi ini obral iklan, ratingnya menurut saya tidak akan berubah",negatif
89,"sy sangat kecewa dengan aplikasi ini.,karena semua tagihan sy sdh lunasi jauh lebih awal,bahkan tagihan yg masih dua bulan kedepanpun saya bayar,tapi begitu mengajukan kembali malah di tolak, ,dan disuruh mengajukan kembali sebulan kemudian.",negatif
90,"Kirain setelah melakukan registrasi data2 bakal bisa mengajukan pinjaman, ternyata setalah data2 yang saya isi merasa sudah lengkap namun saya tetap belum bisa mengajukan pinjaman, katanya belum memenuhi syarat,,tolong dari pihak (AK)data2 saya yg sudah tersimpan dalam aplikasi di hapus,saya ingin mengajukan penghapusan data2 .",negatif
91,"Data sudah masuk,tapi gak ada kejelasan dpt limit atau tidaknya..mohon data2 saya segera di hapus!! Saya gak mau data saya smpai di salahgunakan..",negatif
92,"Aplikasi sampah, stop spam iklan, di setiap aplikasi selalu muncul. Dasar adakami sampah, sengaja download cuma buat kasih review . Pliss jgn izinin aplikasi ini buat spam iklan terus. Mengganggu sekali.",negatif
93,"saya instal karena mengganggu iklan malulu terus niatnya mau coba,ternyata tidak sesuai iklan.pembodohan sekali apalagi cuman sekali pake .abis pinjam ke 1 gak bisa pinjam lagi penipuan kecewa karena sudah masukin data fribadi tolong bersihkan lagi data pribadi saya dengan amat sangat kalo ada yg menyalahgunakan saya tidak bertanggung jawab atas semuanya karena itu tidak bisa d hapus oleh saya .jadi tolong hapus data pribadi saya oleh pihak AdaKami nya",negatif
94,"Sebelumnya ,Terima kasih sudah memberi saya pinjaman, dan saya sudah melakukan pelunasan sebelum jatuh tempo. Saya akan menghapun akun di adakami dan uninstal aplikasi dari ponsel. Dan mohon kerjasamanya untuk menghapus data-data saya yang pernah saya berikan. Kalau ada masalah apapun di kemudian hari saya tidak bertanggung jawab.",negatif
95,"Instal karna terlalu banyak iklan anj! Mau maen game iklannya elu mulu! Bosen! Eh dan 1 lg bunga kecil?! Hah kgk ada pinjaman pake bunga kecil yg ada rugi elunye, orng nunggak sekali aje diteror_-.. udeh gw mau unstl!! Bhhay!",negatif
96,"Banyak iklan sangat mengganggu,promosi kelewatan, tolong jangan muncul lagi apalagi di aplikasi permainan anak. Anak-anak nggak butuh pinjaman dengan bunga yang sangat besar. Butuhnya angpao yg tebel isinya.",negatif
97,"Sebenernya aplikasinya bagus, cuma saya tidak nyaman dengan nomor nomor yg selalu wa saya setiap bulannya untuk segera membayar tanpa melihat system' padahal saya sudah bayar. Dan saya cuma bls wa untuk bulan depan tolong lihat system' sebelum wa, dan balasannya ""baik tolong kirimkan bukti pembayaran"" Saya kirimkan buktinya tapi padahal kan d aplikasi sudah jelas tanggal pembayaran selanjutnya",negatif
98,"ga usah pake iklan iklan bisa gak, iklan aplikasi ini sangat gak bermanfaat kayak mau ngibulin anak tk aja sumpah aplikasi dan iklan adakami tidak ber faedah sama sekali",negatif
99,"Bahsimana cara pelunasan cicilannya ribet bngt ,gak bisa dibayar dr bank lain cuma bisa lewat account virtual bni sama alfa next gwk mau pake aplikasi ini.note untuk yg punya aplikasi initolong hubungi saya untuk menjelaskan cara pembayarannya lewat mobile banking bri",negatif
100,"Saya suka apk ini, tidak ribet, bunga rendah, potongan rendah.. Hanya saja biaya layanan selangit atau tinggi setinggi langit.. Biaya layanan melebihi pinjaman.. Yg mau coba silahkan, semoga tidak jantungan melihat biaya layanannya.! Dari seluruh apk yg saya cek hanya ada kami yg paling tinggi dan sangat tinggi biaya layanannya... Hahahaha",negatif
101,"D iklan aj ngomong pinjam adakami mudah dn cpt. Giliran coba pertama x nya minjam, percuma gak di acc sama mereka. Kalo mau pinjamin uang jangan sok iklan mudah dn cepat y admin. Buat klian klo belom pernah minjam uang di aplikasi mana pn jngan coba ini aplikasi. Aplikasi di iklan aja ngomong cepat dn muda. Ala telor",negatif
102,Apk gak jelas kata nyah mudah eh udah di coba berapa kali gak bisa Mulu. Aku langsung unistal dong. Awas aja data saya di pake aneh2 !!!,negatif
103,"Aplikasi ga jelas.. pelayanan kurang bermutu. Apa apa maen ancam kaya bocilll. Suku bunga yang terlalu tinggi tidak sesaui dengan apa yang di koarÂ²kan di iklan. Bagi siapa pun, jangan pernah cobaÂ² mengajukan ke aplikasi Adakami jika ingin hidup tenang.",negatif
104,"BUAT KALIAN YANG SUKA ADA IKLAN DIMANA MANA,,,PENCET PENGATURAN SCROLL KE BAWAH,,, pencet menjemen aplikasi,,tekan daftar aplikasi,,nanti muncul aplikasi transparan putih paling atas tekan ajah,,terus ada bacaan uninstall,,,",negatif
105,"Aplikasi penipuan mijem 2300 bayar nya sampe 4jt lebih,dan yang lebih parah nya di telpon sama pihak adakami katanya mereka sistem nya eror mangkanya bunga nya jadi doblle dan jika saya setuju di perbaiki maka bunga nya tidak akan sebesar itu di kasih link nya tapi ternyata itu link untuk saya mijem lagi ke aplikasi lain agar hutang saya bertambah bukan nya mengembalikan uang saya malah mau nipu,parah banget sih apk gini knap aga di blok ya, padahal kita butuh uang malah di tipu abis2an",negatif
106,"Data sdh terisi semua, pas pengajuan malah ditolak, tolong keamanan data saya jgn di salahgunakan, data gk bisa diapus, mulai skrg saya uninstall apk nya",negatif
